url,car_data,cat,km,CC,color,Transmission,licence_valid,Price,address
https://sylndr.com/en/car-details/mercedesbenz/c180/0ae47c89-893a-4303-937e-69710fd5903a,Mercedes-Benz C180 2015,2nd Category,"107,000 K",1600 CC,Blue,Automatic,9/9/2027,1645000,"Khamsin St. Extension, Zahraa El Maadi, infront of Herafyeen El gedida"
https://sylndr.com/en/car-details/citroen/c3aircross/a796f032-f9b1-4d1f-bc79-0034dc8b6cd4,Citroen C3 Aircross 2020,1st Category,"128,200 K",1200 CC,Orange,Automatic,5/6/2026,795000,"Khamsin St. Extension, Zahraa El Maadi, infront of Herafyeen El gedida"
https://sylndr.com/en/car-details/bmw/520i/6e2901ee-de0f-4499-bb29-29dbe8885407,BMW 520i 2019,1st Category,"125,100 K",2000 CC,Black,Automatic,3/27/2027,2030000,"Khamsin St. Extension, Zahraa El Maadi, infront of Herafyeen El gedida"
https://sylndr.com/en/car-details/jeep/cherokee/3d653b61-0970-4f67-81ba-2596e7dee9f1,Jeep Cherokee 2010,1st Category,"291,870 K",3700 CC,Gray,Automatic,2/9/2028,780000,"Omar was very helpful, all info was clearly shared with me and i appreciate all his effort thought out this. I will definitely be recommending him and sylndr to everyone.— Kayanانتوا ناس محترمة جدا . من اول استقبال العربية للاستقبال داخل الشركة . للموظف المحترم اللي فرجيني العربية . متشكر جدا على ذوقكم— جورج بباويمعاملة ممتازة— منى درويشواضحين وصادقين جدا— Zahraaشكرا سلندر— mohamedتعامل ممتاز و مستوى ممتاز— Mahmoud Elhendaweeyتعامل ممتاز و مستوى— Mahmoud Elhendaweeyأنا عميل عندكم منذ 3 سنوات و كان معايا صديق بيشترى عربيه و اخدته لحد سليندر و اقتنع تماما و ده احسن رد على طلب التقييم— ahmed kelanyالاسعار عليه شويه— شريف محمد اسماعيل بدرانالصور لازم تبقى موضحه عيوب الدهان لانها كانت موضحه ان المكان فيه مشكله بس على الحقيقه كانت المشكله شكلها مختلف— محمد يسالتجاوب السريع ازهلني— ibrahem kamalبصراحة ممتازين جدا ومعاملة رائعة— ياسر إسماعيلبصراحه قمه الاحترام والاستقبال والمعامله— سامح فوزىموفقين ان شاءالله— Mostafaبالتوفيق ان شاء الله لايوجد عشوائيه اسلوب واضح وصريح .— Abd El Moneim Ali🌹— تامر سعيدKeep the excellent work you do— محمد السيدشركة محترمه— محمد فضل عبد الله عبد الولياعجبني نظافه السيارات وأسلوب وذوق الموظف ومساعدته لنا— مروه مصطفىقريب جدا هتكون اكبر مكان ف مصر بإذن الله— محمد مجدي سعدتجربة جيدة المهندسين الاستقبال ممتازين 
موظفة الكول سنتر محتاجة تتعالج— هشام عبد الحميد Abdelhmeidعدم وجودالتقسيط او البيع بالنظام الاسلامي سبب عدم الشراء علي لرغم من مناسبة كل الأسباب الاخري— خلف ابوسعدهافضل مكان لفحص السياره و وضوح في بيع المستعمل— Dr Tagreedخدمه جيده   واستقبال راقى على مستوى جيد جداً— joseph johnشركه كويسه جدا و سيلز محترم و مقنع جدا شكرا ا/ يوسف كمال— Amira ibrahimمكان يعتمد عليه— محمد زيدانيا ريت تفتحه للمحافظات— مهدى السيد أحمدارشح سلندر للآخرين بقوة— وليد فارسالتجربة لسه مكملتش لكن البداية مبشرة جدا— Mohamed ZakariaOrganized— Ahmed Elkhashabاحساس بمصدقيه الشركه والثقه في التعامل معها— Salwa sibhyاليوم قمت بزيارة فرع سلندر الزهراء مكان نظيف مقابلة رائعة أناس رائعون مهذبون ندمت اننى لم أقم بزيارة سلندر من قبل 
تحياتي لكم جميعا وتحياتي للشخص الذى يدير هذه المنظومة الواضحة الرالعة— walid faresلانهم متعاونين وبيشرحوا بالتفاصيل— محمد عبد المنجدوقت كبير وغير مفسر لتجهيز العربية— مايكل بنيامينافضل شركة وافضل— محمد احمد عبد الرحيمخدمه ممتازه— ahmedمكان منظم جدا والناس كلها مقابلتها لطيفة— Ayatالسعر زيادة— Gaber Hamdiمزيد من التخفيض للتقارب مع سعر السوق— د محمد شريفناس محترمة— Osama Abdullahمصداقيه..وشفافيه..واحترام— OsamaAbdallahشركة محترم— عمروارشحه جدا— Remonسهولة الأجرات واقعيه ودقة التقرير امانه فى المعلومات سهوله سرعة فى التنفيذ والتسليم— maged moradالاستقبال والشفافيه في التعامل والسيارات كما هي علي اللينك— محمدI suggest considering sports and luxury cars— سعيدحقيقى تجربة مميزة 
و أفضل موقع يعطيك انطباع مطابق للواقع— اشرف محمد الملاحناس محترمه جدا— Mohamed zidanانضباط واسلوب راقي وحسن تعامل— رامي محسنالمكان منظم جدا ومريح
طريقه العرض ممتازه
مندوب المبيعات على قدر كبير من الأدب والخبره واللباقه
الاستقبال ممتاز
أداء مختلف جدا غير اى مكان آخر لبيع السيارات فى مصر شعرت كاننى فى أوروبا 
بجد برافووو على كل شئ
والمتابعه جيده جدا جدا— محمد سليمممتازين كخدمة— مصطفى سعيدالاسعار مرتفعه نسبياً— سيد محمد عبدالغفارنظام ممتاز وخدمه راقيه— أيمن جميل عبدالعظيم محمد العتريسيفوق الممتاز فعلا— هند حسينالعيب الوخيد سعر العربيه الاسترا عالي قوي علي٢٠١٣— باسم عادلشركه محترمه جدا— محمد الشريفاسعار السيارت مرتفعه جدا مقارنه بسوق السيارت المستعمل— Saiedاستقبال جميل وفريق عمل محترم منهم مهندسي الفحص وممثلي المبيعات— احمد خيرتتسهيلات في أنظمة التقسيط— محمود عاطفالامانه والثقه— احمد بدويVery professional— Ahmed Ibrahimفكرة خدمة ممتازة و تنفيذ للفكرة ممتاز. توفير وقت و مجهود كبير  جداً.— Samy George Escarousلو حاجز زيارة لسيارة و تحولت حالتها من متاحة إلى ""تحت الشراء"" يجب التواصل معي و إختاري عشان أنا للأسف جيت على الفاضي إنهاردة— عمر القاصدتجربة فوق الممتازة— Amir Youssefالتعامل ممتاز— ابراهيم محمدتسلموا بجد— هشام زيدانمعظم العربيات بها ملاحظات كثيرة غير طبيعية— باسل طارق المالكيربنا يبارك فيكوم— حسن حامد محمدبالفعل تم الترشيح لأحد الأصدقاء وقام بشراء سيارة بيجو 3008— مصطفيتملم من تقدم لتقدم. 
تجربة فريدة فى سوق السيارات. وارجوا ان يحتذى بها بقية المعارض للسيارات المستعملة— gomaa darweshالخدمه ممتازه واسلوب محترم من العملين— ايهابجزيل الشكر والتقدير— عمرو سميراسلوب محترم من المندوب وتعامل شيك جدا  شكرا ليكم شركة محترمه— Eslamشكرا لكم وربنا يجعل عملكم في ميزان حسناتكم— marwaخدمه ممتازه وثقه عاليه— تهانى محمد عبد الحليم عنتربرجاء اضافه سامحيه التقسيط مع بنك العميل— Mohamedالالتزام والدقه فى المواعيد
الامانه والوضوح— ناجح نعيم قلينىMore vehicles needed— د. محمد عبداللهشركة ممتازة و سأرشحها للاصدقاء— Abdelqader Rashedخدمه ممتاذه— محمد الحقشكرا ليكم— اسلام البناPerfect experience— محمد علي زين العابدين عليكنت اود وجود بنك بنظام المرابحه الاسلامي فقط هذا هو السبب الأوحد لعدم شراء السياره— خلف احمد علياسلوب ممتاز— Norhan Shokryشركة محترمة وأسعار مناسبة للسوق— Mahmoud Tahaحقيقي خدمة مميزة استقبال ممتاز و دقة في المعلومات ش— عبير  ظريف بشاياريد ان يكون التقسيط مباشر بين سليندر والعميل ولا يوجد وسيط بيننا— محمد محمود محمدفكرة المنصه رائعه— اكرم انور احمد خليفهخدمة جيدة ومختلفة عن السوق ارجو الحفاظ عليها— Ramy Hashemاسلوب جيد احترام مواعيد مظبوطه شرح واى بمنتهى الدقه— امين محمدالله ينور عليكم— Mohamedاود ان اوضح ان المعلومات المعروضه عن العربيه محتاجه تكون اكثر فنيه بالذات حاله الماتور (شغال بنسبه كام في الميه) مش جيد وكده. 
اتمنى يكون في تفبل لفكره اني اكشف على العربيه في فتره الحجز في مكان خارجي.
بالنسبه للموقع محتاجين نغيير في جزيئة نوع الوقود الي الوقود المقترح ويكون الاختيارات 92 او 95 مثلا.— Mostafa Aliتنظيم ممتاز— عمرو صلاح ابوزيدFive stars service, I will strongly recommend you to my friends even i didn't buy the car which I came for— Amr El Said Badrتجربه effortless في ظل غياب الثقه في سوق السيارات المستعمله— youssefرائع— عماد نظمي نصراللهI would recommend Sylndr to my network. 
 
Thank you.I am truly  satsified with the experience— Noha Mamdouhبصراحة دقه مع العميل استريحت لشراء العربية بدون قلق ومترددتش ادفع عربون— محمد حمدىالفوايد الى ع القسط عاليه جدا يعنى مثلا لو هشترى عربيه بمليون عليها زياده 800الف فدى زياده مبالغ فيها— مياده عميد محمد الحجرىيا ريت تفتحوا ف مكان اقرب للقاهرة الجديدة 🙏🏼— Mohamed Ahmed youssefOmar was very helpful, all info was clearly shared with me and i appreciate all his effort thought out this. I will definitely be recommending him and sylndr to everyone.— Kayanانتوا ناس محترمة جدا . من اول استقبال العربية للاستقبال داخل الشركة . للموظف المحترم اللي فرجيني العربية . متشكر جدا على ذوقكم— جورج بباويمعاملة ممتازة— منى درويشواضحين وصادقين جدا— Zahraaشكرا سلندر— mohamedتعامل ممتاز و مستوى ممتاز— Mahmoud Elhendaweeyتعامل ممتاز و مستوى— Mahmoud Elhendaweeyأنا عميل عندكم منذ 3 سنوات و كان معايا صديق بيشترى عربيه و اخدته لحد سليندر و اقتنع تماما و ده احسن رد على طلب التقييم— ahmed kelanyالاسعار عليه شويه— شريف محمد اسماعيل بدرانالصور لازم تبقى موضحه عيوب الدهان لانها كانت موضحه ان المكان فيه مشكله بس على الحقيقه كانت المشكله شكلها مختلف— محمد يسالتجاوب السريع ازهلني— ibrahem kamalبصراحة ممتازين جدا ومعاملة رائعة— ياسر إسماعيلبصراحه قمه الاحترام والاستقبال والمعامله— سامح فوزىموفقين ان شاءالله— Mostafaبالتوفيق ان شاء الله لايوجد عشوائيه اسلوب واضح وصريح .— Abd El Moneim Ali🌹— تامر سعيدKeep the excellent work you do— محمد السيدشركة محترمه— محمد فضل عبد الله عبد الولياعجبني نظافه السيارات وأسلوب وذوق الموظف ومساعدته لنا— مروه مصطفىقريب جدا هتكون اكبر مكان ف مصر بإذن الله— محمد مجدي سعدتجربة جيدة المهندسين الاستقبال ممتازين 
موظفة الكول سنتر محتاجة تتعالج— هشام عبد الحميد Abdelhmeidعدم وجودالتقسيط او البيع بالنظام الاسلامي سبب عدم الشراء علي لرغم من مناسبة كل الأسباب الاخري— خلف ابوسعدهافضل مكان لفحص السياره و وضوح في بيع المستعمل— Dr Tagreedخدمه جيده   واستقبال راقى على مستوى جيد جداً— joseph johnشركه كويسه جدا و سيلز محترم و مقنع جدا شكرا ا/ يوسف كمال— Amira ibrahimمكان يعتمد عليه— محمد زيدانيا ريت تفتحه للمحافظات— مهدى السيد أحمدارشح سلندر للآخرين بقوة— وليد فارسالتجربة لسه مكملتش لكن البداية مبشرة جدا— Mohamed ZakariaOrganized— Ahmed Elkhashabاحساس بمصدقيه الشركه والثقه في التعامل معها— Salwa sibhyاليوم قمت بزيارة فرع سلندر الزهراء مكان نظيف مقابلة رائعة أناس رائعون مهذبون ندمت اننى لم أقم بزيارة سلندر من قبل 
تحياتي لكم جميعا وتحياتي للشخص الذى يدير هذه المنظومة الواضحة الرالعة— walid faresلانهم متعاونين وبيشرحوا بالتفاصيل— محمد عبد المنجدوقت كبير وغير مفسر لتجهيز العربية— مايكل بنيامينافضل شركة وافضل— محمد احمد عبد الرحيمخدمه ممتازه— ahmedمكان منظم جدا والناس كلها مقابلتها لطيفة— Ayatالسعر زيادة— Gaber Hamdiمزيد من التخفيض للتقارب مع سعر السوق— د محمد شريفناس محترمة— Osama Abdullahمصداقيه..وشفافيه..واحترام— OsamaAbdallahشركة محترم— عمروارشحه جدا— Remonسهولة الأجرات واقعيه ودقة التقرير امانه فى المعلومات سهوله سرعة فى التنفيذ والتسليم— maged moradالاستقبال والشفافيه في التعامل والسيارات كما هي علي اللينك— محمدI suggest considering sports and luxury cars— سعيدحقيقى تجربة مميزة 
و أفضل موقع يعطيك انطباع مطابق للواقع— اشرف محمد الملاحناس محترمه جدا— Mohamed zidanانضباط واسلوب راقي وحسن تعامل— رامي محسنالمكان منظم جدا ومريح
طريقه العرض ممتازه
مندوب المبيعات على قدر كبير من الأدب والخبره واللباقه
الاستقبال ممتاز
أداء مختلف جدا غير اى مكان آخر لبيع السيارات فى مصر شعرت كاننى فى أوروبا 
بجد برافووو على كل شئ
والمتابعه جيده جدا جدا— محمد سليمممتازين كخدمة— مصطفى سعيدالاسعار مرتفعه نسبياً— سيد محمد عبدالغفارنظام ممتاز وخدمه راقيه— أيمن جميل عبدالعظيم محمد العتريسيفوق الممتاز فعلا— هند حسينالعيب الوخيد سعر العربيه الاسترا عالي قوي علي٢٠١٣— باسم عادلشركه محترمه جدا— محمد الشريفاسعار السيارت مرتفعه جدا مقارنه بسوق السيارت المستعمل— Saiedاستقبال جميل وفريق عمل محترم منهم مهندسي الفحص وممثلي المبيعات— احمد خيرتتسهيلات في أنظمة التقسيط— محمود عاطفالامانه والثقه— احمد بدويVery professional— Ahmed Ibrahimفكرة خدمة ممتازة و تنفيذ للفكرة ممتاز. توفير وقت و مجهود كبير  جداً.— Samy George Escarousلو حاجز زيارة لسيارة و تحولت حالتها من متاحة إلى ""تحت الشراء"" يجب التواصل معي و إختاري عشان أنا للأسف جيت على الفاضي إنهاردة— عمر القاصدتجربة فوق الممتازة— Amir Youssefالتعامل ممتاز— ابراهيم محمدتسلموا بجد— هشام زيدانمعظم العربيات بها ملاحظات كثيرة غير طبيعية— باسل طارق المالكيربنا يبارك فيكوم— حسن حامد محمدبالفعل تم الترشيح لأحد الأصدقاء وقام بشراء سيارة بيجو 3008— مصطفيتملم من تقدم لتقدم. 
تجربة فريدة فى سوق السيارات. وارجوا ان يحتذى بها بقية المعارض للسيارات المستعملة— gomaa darweshالخدمه ممتازه واسلوب محترم من العملين— ايهابجزيل الشكر والتقدير— عمرو سميراسلوب محترم من المندوب وتعامل شيك جدا  شكرا ليكم شركة محترمه— Eslamشكرا لكم وربنا يجعل عملكم في ميزان حسناتكم— marwaخدمه ممتازه وثقه عاليه— تهانى محمد عبد الحليم عنتربرجاء اضافه سامحيه التقسيط مع بنك العميل— Mohamedالالتزام والدقه فى المواعيد
الامانه والوضوح— ناجح نعيم قلينىMore vehicles needed— د. محمد عبداللهشركة ممتازة و سأرشحها للاصدقاء— Abdelqader Rashedخدمه ممتاذه— محمد الحقشكرا ليكم— اسلام البناPerfect experience— محمد علي زين العابدين عليكنت اود وجود بنك بنظام المرابحه الاسلامي فقط هذا هو السبب الأوحد لعدم شراء السياره— خلف احمد علياسلوب ممتاز— Norhan Shokryشركة محترمة وأسعار مناسبة للسوق— Mahmoud Tahaحقيقي خدمة مميزة استقبال ممتاز و دقة في المعلومات ش— عبير  ظريف بشاياريد ان يكون التقسيط مباشر بين سليندر والعميل ولا يوجد وسيط بيننا— محمد محمود محمدفكرة المنصه رائعه— اكرم انور احمد خليفهخدمة جيدة ومختلفة عن السوق ارجو الحفاظ عليها— Ramy Hashemاسلوب جيد احترام مواعيد مظبوطه شرح واى بمنتهى الدقه— امين محمدالله ينور عليكم— Mohamedاود ان اوضح ان المعلومات المعروضه عن العربيه محتاجه تكون اكثر فنيه بالذات حاله الماتور (شغال بنسبه كام في الميه) مش جيد وكده. 
اتمنى يكون في تفبل لفكره اني اكشف على العربيه في فتره الحجز في مكان خارجي.
بالنسبه للموقع محتاجين نغيير في جزيئة نوع الوقود الي الوقود المقترح ويكون الاختيارات 92 او 95 مثلا.— Mostafa Aliتنظيم ممتاز— عمرو صلاح ابوزيدFive stars service, I will strongly recommend you to my friends even i didn't buy the car which I came for— Amr El Said Badrتجربه effortless في ظل غياب الثقه في سوق السيارات المستعمله— youssefرائع— عماد نظمي نصراللهI would recommend Sylndr to my network. 
 
Thank you.I am truly  satsified with the experience— Noha Mamdouhبصراحة دقه مع العميل استريحت لشراء العربية بدون قلق ومترددتش ادفع عربون— محمد حمدىالفوايد الى ع القسط عاليه جدا يعنى مثلا لو هشترى عربيه بمليون عليها زياده 800الف فدى زياده مبالغ فيها— مياده عميد محمد الحجرىيا ريت تفتحوا ف مكان اقرب للقاهرة الجديدة 🙏🏼— Mohamed Ahmed youssefOmar was very helpful, all info was clearly shared with me and i appreciate all his effort thought out this. I will definitely be recommending him and sylndr to everyone.— Kayanانتوا ناس محترمة جدا . من اول استقبال العربية للاستقبال داخل الشركة . للموظف المحترم اللي فرجيني العربية . متشكر جدا على ذوقكم— جورج بباويمعاملة ممتازة— منى درويش"
